Job_title,Salary,Salary_Frequency,Location,Source,Scrape_Date
"CHILD AND YOUTH PROGRAM ASSISTANT (CDC), CY-01/02/RFT, ALL CAMPS",17.39,Hourly,"Camp Foster, Japan",USAjobs.gov,2023-12-01
"CHILD AND YOUTH PROGRAM ASSISTANT (CDC), CY-01/02/RPT, ALL CAMPS",17.39,Hourly,"Camp Foster, Japan",USAjobs.gov,2023-12-01
Licensed Practical Nurse (All vacancies including PRN PT FT),"39,677",Annual,Multiple Locations,USAjobs.gov,2023-12-01
"Registered Nurse (All Vacancies including FT, PT and Intermittent)","81,389",Annual,Multiple Locations,USAjobs.gov,2023-12-01
"Registered Nurse (all vacancies including FT, PT, PRN, and Intermittent) Internal","90,631",Annual,Multiple Locations,USAjobs.gov,2023-12-01
"CHILD AND YOUTH PROGRAM ASSISTANT (SAC/YTP), CY-01/02/RPT, ALL CAMPS",17.39,Hourly,"Camp Foster, Japan",USAjobs.gov,2023-12-01
LICENSED VOCATIONAL NURSE ALL VACANCIES INCLUDING FT  PT AND PRN,"54,620",Annual,Multiple Locations,USAjobs.gov,2023-12-01
"Registered Nurse (all vacancies including FT, PT, PRN, and Intermittent)","90,631",Annual,Multiple Locations,USAjobs.gov,2023-12-01
"CHILD & YOUTH PROGRAM ASSISTANT CY-01 (GSE-02) RFT, OPEN UNTIL FILLED / ALL SOURCES",17.39,Hourly,"Iwakuni, Japan",USAjobs.gov,2023-12-01
Management Analyst PD15R586/15R587 - HRSA GLOBAL,"94,199",Annual,"Rockville, Maryland",USAjobs.gov,2023-12-01
Accepting Resumes from Veterans,"42,870",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Public Notice for Direct Hire - IT Specialist (INFOSEC),"57,118",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Public Notice for Direct Hire (Acquisitions),"69,107",Annual,"Rockville, Maryland",USAjobs.gov,2023-12-01
"Health Physicist - Direct Hire Notice for RI, RII, RIII & RIV","80,513",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Accepting Resumes from Individuals with Disabilities (Schedule A),"42,870",Annual,Multiple Locations,USAjobs.gov,2023-12-01
"Reactor Inspector - Direct Hire Notice for RI, RII, RIII & RIV","80,513",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Cook,17.39,Hourly,"Bremerton, Washington",USAjobs.gov,2023-12-01
Public Notice for  Direct Hire (Engineering/Physical Science),"69,107",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Public Notice for  Direct Hire (Reactor Systems Engineer),"78,592",Annual,"Rockville, Maryland",USAjobs.gov,2023-12-01
Branch Chief (Agency Employees Only),"136,908",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Technical Assistant,"132,368",Annual,"Rockville, Maryland",USAjobs.gov,2023-12-01
"General Engineer/Scientist, GG-0801 & 1301- 5/7/9 FPL 13","64,424",Annual,Multiple Locations,USAjobs.gov,2023-12-01
COOK,23.04,Hourly,"Everett, Washington",USAjobs.gov,2023-12-01
Associate Administrator for Planning and Environment,"141,022",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
"Regional Administrator Region  7 (Kansas City, MO)","141,022",Annual,"Kansas City, Missouri",USAjobs.gov,2023-12-01
Crisis Operations Specialist,"155,700",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Legal Assistant (Office Automation),"41,996",Annual,"Hammond, Indiana",USAjobs.gov,2023-12-01
Cook NA-04,18.45,Hourly,"Fort Eisenhower, Georgia",USAjobs.gov,2023-12-01
Medical Technologist,"79,504",Annual,"Decatur, Georgia",USAjobs.gov,2023-12-01
Health Technician (Hearing Instrument Specialist),"51,995",Annual,"Menlo Park, California",USAjobs.gov,2023-12-01
Payroll Management Specialist,"94,199",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Supervisory Museum Specialist (Art Services Manager),"112,015",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Environmental Protection Specialist,"72,974",Annual,"Sandy Springs, Georgia",USAjobs.gov,2023-12-01
Program Manager (Deputy Division Administrator) (Open to both U.S. Citizens and Federal Employees),"116,393",Annual,"Pierre, South Dakota",USAjobs.gov,2023-12-01
Fire Logistics Dispatcher,"46,696",Annual,"Lewistown, Montana",USAjobs.gov,2023-12-01
Pharmacy Technician,"49,032",Annual,"Jackson, Mississippi",USAjobs.gov,2023-12-01
Legal Assistant (Office Automation),"43,510",Annual,"Houston, Texas",USAjobs.gov,2023-12-01
Maintenance Worker,23.34,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Supervisory Social Worker (Program Manager),"116,393",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
Supervisory Psychologist (Program Manager),"116,393",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
Crisis Operations Specialist,"132,368",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Facility Services Assistant,"42,022",Annual,"Glen Jean, West Virginia",USAjobs.gov,2023-12-01
Assistant United States Attorney (Civil),"69,107",Annual,"El Paso, Texas",USAjobs.gov,2023-12-01
Concessions Management Assistant,"42,022",Annual,"Ochopee, Florida",USAjobs.gov,2023-12-01
Maintenance Worker (MVO) Open Continuous,27.76,Hourly,"New York, New York",USAjobs.gov,2023-12-01
Biological Science Technician (Wildlife),18.06,Hourly,"Empire, Michigan",USAjobs.gov,2023-12-01
Park Guide (Fee Collection),"37,696",Annual,"Oak Ridge, Tennessee",USAjobs.gov,2023-12-01
Railroad Operations Supervisor,33.65,Hourly,"Scranton, Pennsylvania",USAjobs.gov,2023-12-01
Program Manager (Deputy Division Administrator) (Open to FHWA employees with competitive status),"116,393",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Marine Surveyor (Open to both U.S. Citizens and Federal Employees),"93,175",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Youth Conservation Corps Crew Leader,"37,696",Annual,"Bar Harbor, Maine",USAjobs.gov,2023-12-01
Marine Surveyor (Open to both U.S. Citizens and Federal Employees),"69,107",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Safety and Occupational Health Specialist,"69,107",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Gardener Open Continuous,26.20,Hourly,"New York, New York",USAjobs.gov,2023-12-01
Inventory Management Specialist (NTE 2 Years),"52,022",Annual,"North Chicago, Illinois",USAjobs.gov,2023-12-01
Human Resources Assistant (OA),"39,294",Annual,"Phoenix, Arizona",USAjobs.gov,2023-12-01
Attorney (Employment Law Unit),"132,368",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Financial Litigation Technician-Debt Collection Specialist,"43,510",Annual,"Houston, Texas",USAjobs.gov,2023-12-01
Biological Science Technician,18.06,Hourly,"Munising, Michigan",USAjobs.gov,2023-12-01
Assistant United States Attorney (Criminal),"69,107",Annual,"El Paso, Texas",USAjobs.gov,2023-12-01
ATTORNEY-ADVISER (GENERAL),"83,591",Annual,"Indianapolis, Indiana",USAjobs.gov,2023-12-01
Administrative Support Assistant (OA),"42,022",Annual,"Moose, Wyoming",USAjobs.gov,2023-12-01
Legal Assistant (Office Automation),"43,646",Annual,"Los Angeles, California",USAjobs.gov,2023-12-01
Custodial Worker (MVO),20.84,Hourly,"Yosemite National Park, California",USAjobs.gov,2023-12-01
Hydrologic Technician,18.06,Hourly,"Munising, Michigan",USAjobs.gov,2023-12-01
Biological Science Technician (Wildlife),20.14,Hourly,"Empire, Michigan",USAjobs.gov,2023-12-01
Recreation Assistant (Winter Outdoor Activities),22.39,Hourly,"Longmire, Washington",USAjobs.gov,2023-12-01
Attorney (Operational Technology Law),"116,393",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Program Analyst,"94,199",Annual,"Dahlgren, Virginia",USAjobs.gov,2023-12-01
Program Analyst,"84,686",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Engineering Equipment Operator,26.74,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
"Field Service Technician (Gaming and Non-Gaming Operations), NF-03","35,000",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Supervisory Procurement Specialist (Deputy Director)- DIRECT HIRE,"155,700",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Supervisory Biologist,"84,181",Annual,"Tucson, Arizona",USAjobs.gov,2023-12-01
Biologist,"102,489",Annual,"Point Reyes Station, California",USAjobs.gov,2023-12-01
MAINTENANCE MECHANIC,28.76,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Animal Caretaker,"49,336",Annual,"Flat Rock, North Carolina",USAjobs.gov,2023-12-01
Gallery Support Specialist,"64,957",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Biological Science Technician,"55,105",Annual,"Homestead, Florida",USAjobs.gov,2023-12-01
Maintenance Worker Leader,24.30,Hourly,"Vicksburg, Mississippi",USAjobs.gov,2023-12-01
Custodial Worker,18.71,Hourly,"Washington DC, District of Columbia",USAjobs.gov,2023-12-01
Biological Science Technician,"42,022",Annual,"Glen Jean, West Virginia",USAjobs.gov,2023-12-01
Archivist,"73,639",Annual,"Homestead, Florida",USAjobs.gov,2023-12-01
General Engineer (Inspector) - DIRECT HIRE,"70,103",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Museum Curator,"80,769",Annual,"Bushkill, Pennsylvania",USAjobs.gov,2023-12-01
Telecommunications Specialist,"69,107",Annual,"Yellowstone National Park, Wyoming",USAjobs.gov,2023-12-01
Administrative Officer,"57,118",Annual,"Flat Rock, North Carolina",USAjobs.gov,2023-12-01
Educational Technician,"46,696",Annual,"Yellowstone National Park, Wyoming",USAjobs.gov,2023-12-01
Human Resources Specialist (Classification),"82,830",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
Deputy Park Manager (Deputy Superintendent),"102,444",Annual,"Kalaupapa, Hawaii",USAjobs.gov,2023-12-01
Attorney Advisor,"99,908",Annual,"Metairie, Louisiana",USAjobs.gov,2023-12-01
PARALEGAL SPECIALIST,"76,551",Annual,"Denver, Colorado",USAjobs.gov,2023-12-01
Engineering Technician,"94,199",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
LAW INTERN (CLERK),0,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
IT Cybersecurity - DIRECT HIRE,"112,015",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Supervisory Architect,"132,368",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Archeologist,"57,118",Annual,"Death Valley, California",USAjobs.gov,2023-12-01
Supervisory Information Technology Specialist,"101,768",Annual,"Pittsburgh, Pennsylvania",USAjobs.gov,2023-12-01
Supervisory Park Ranger (Interpretation),"70,655",Annual,"Florissant, Colorado",USAjobs.gov,2023-12-01
Museum Curator,"69,107",Annual,"Andersonville, Georgia",USAjobs.gov,2023-12-01
Budget Analyst,"47,297",Annual,"San Antonio, Texas",USAjobs.gov,2023-12-01
Education Technician,18.06,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Laborer (MVO) Open Continuous,24.66,Hourly,"New York, New York",USAjobs.gov,2023-12-01
Tribal Victim Assistance Specialist,"57,118",Annual,"Fargo, North Dakota",USAjobs.gov,2023-12-01
Registration Program Specialist,"60,863",Annual,"Weston, Florida",USAjobs.gov,2023-12-01
Maintenance Worker,22.29,Hourly,"Sainte Genevieve, Missouri",USAjobs.gov,2023-12-01
Attorney (SW/Central Regional - Employment Law Unit),"136,908",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Park Ranger (Protection) Activity Specialist,"70,447",Annual,"Boulder City, Nevada",USAjobs.gov,2023-12-01
FINANCIAL MANAGEMENT ANALYST,"75,833",Annual,"New Castle, Delaware",USAjobs.gov,2023-12-01
Attorney (Tech and Cyber),"78,592",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Biomedical Equipment Support Specialist,"37,696",Annual,"Fayetteville, Arkansas",USAjobs.gov,2023-12-01
Air Conditioning Equipment Mechanic,28.45,Hourly,"Roseburg, Oregon",USAjobs.gov,2023-12-01
Biologist,37.33,Hourly,"Juneau, Alaska",USAjobs.gov,2023-12-01
Social Worker,"94,199",Annual,"Dumfries, Virginia",USAjobs.gov,2023-12-01
Security Guard,18.47,Hourly,"Saint Louis, Missouri",USAjobs.gov,2023-12-01
Biological Science Technician (Plants),16.57,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Nurse Manager (Specialty Clinic),"92,537",Annual,"Boise, Idaho",USAjobs.gov,2023-12-01
Park Ranger (Wilderness/Trailhead),16.57,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Biological Science Technician (Wildlife and Fisheries),16.57,Hourly,"Port Angeles, Washington",USAjobs.gov,2023-12-01
Interdisciplinary Community Planner/Landscape Architect/Civil Engineer,"116,393",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Water Safety Instructor,17.25,Hourly,"Dahlgren, Virginia",USAjobs.gov,2023-12-01
Practical Nurse,"57,889",Annual,"Wichita, Kansas",USAjobs.gov,2023-12-01
IT Specialist - CJIS Division,"53,309",Annual,"Clarksburg, West Virginia",USAjobs.gov,2023-12-01
Volunteer-in-Parks Assistant,22.37,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Biological Science Technician (Plants),20.14,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
"Supervisory Immigration Services Officer, Field Officer Director","145,887",Annual,"Miami, Florida",USAjobs.gov,2023-12-01
Outdoor Recreation Planner (Trail Planner),"57,118",Annual,"Lowell, Michigan",USAjobs.gov,2023-12-01
MI Human Resources Officer,"132,368",Annual,"McLean, Virginia",USAjobs.gov,2023-12-01
Park Ranger (General),18.06,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Museum Technician,"37,696",Annual,"Murfreesboro, Tennessee",USAjobs.gov,2023-12-01
Assistant United States Attorney (Criminal),"69,107",Annual,"Alpine, Texas",USAjobs.gov,2023-12-01
Concessions Asset Specialist,"82,830",Annual,"West Glacier, Montana",USAjobs.gov,2023-12-01
Physical Science Technician,18.06,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Park Ranger (Wilderness),18.06,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
IT Specialist (CustSpt),"112,015",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Interdisciplinary Biologist/Ecologist/Physical Scientist,"98,496",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
Supervisory Financial Management Specialist,"155,700",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Supervisory Transportation Analyst - DIRECT HIRE,"116,393",Annual,"Location Negotiable After Selection,",USAjobs.gov,2023-12-01
PATHWAYS RECENT GRADUATE - Management Analyst,"52,022",Annual,"Chicago, Illinois",USAjobs.gov,2023-12-01
Assistant United States Attorney,"69,107",Annual,"Del Rio, Texas",USAjobs.gov,2023-12-01
Supervisory Park Ranger (Interpretation),"69,107",Annual,"Gunnison, Colorado",USAjobs.gov,2023-12-01
Assistant United States Attorney,"59,319",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Archeological Technician,"46,696",Annual,"Independence, California",USAjobs.gov,2023-12-01
Associate Deputy Assistant Secretary for Finance,"141,022",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Park Manager (Superintendent),"116,393",Annual,"Mineral, California",USAjobs.gov,2023-12-01
Maintenance Mechanic,26.79,Hourly,"Munising, Michigan",USAjobs.gov,2023-12-01
ELECTRONICS ENGINEER,"120,849",Annual,"Redstone Arsenal, Alabama",USAjobs.gov,2023-12-01
Paralegal Specialist,"47,369",Annual,"Topeka, Kansas",USAjobs.gov,2023-12-01
Supervisory Immigration Services Officer,"116,393",Annual,"Reno, Nevada",USAjobs.gov,2023-12-01
Transportation Industry Analyst - DIRECT HIRE BIL,"66,214",Annual,"Location Negotiable After Selection,",USAjobs.gov,2023-12-01
Park Ranger (I) - Wilderness,22.37,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Lead Recreation Fee Technician,20.14,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Hydrologist,"82,830",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
Gardener,23.10,Hourly,"Independence, California",USAjobs.gov,2023-12-01
Grants Management Specialist - DIRECT HIRE,"78,592",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Paralegal Specialist (Affirmative Civil Enforcement),"53,898",Annual,"Houston, Texas",USAjobs.gov,2023-12-01
Park Ranger (Backcountry),18.06,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Police Officer,"54,111",Annual,"Wichita, Kansas",USAjobs.gov,2023-12-01
Program Specialist,"57,118",Annual,"Jackson, Mississippi",USAjobs.gov,2023-12-01
Biological Science Technician (Fisheries),20.14,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Park Ranger (Special Use and Permits),"78,592",Annual,"Washington DC, District of Columbia",USAjobs.gov,2023-12-01
Park Ranger (Front-Country Patrol),20.09,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Crisis Oprations Specialist,"112,015",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Official Court Reporter (OPEN UNTIL FILLED),"82,647",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Concessions Management Specialist,"64,957",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Maintenance Mechanic,34.02,Hourly,"Yellowstone National Park, Wyoming",USAjobs.gov,2023-12-01
Assistant United States Attorney (Criminal Division-Organized Crime Drug Enforcement Task Force),"69,107",Annual,"Tulsa, Oklahoma",USAjobs.gov,2023-12-01
Senior eLaw Litigation Support Specialist,"140,566",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Health Technician (Audiology),"34,584",Annual,"Nashville, Tennessee",USAjobs.gov,2023-12-01
Contract Specialist,"98,496",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
IT SPECIALIST (POLICY AND PLANNING),"132,368",Annual,"Fort Meade, Maryland",USAjobs.gov,2023-12-01
Registered Nurse - InterfacilityTransfer Nurse,"70,159",Annual,"Birmingham, Alabama",USAjobs.gov,2023-12-01
Biological Science Technician (Fisheries),20.12,Hourly,"Porter, Indiana",USAjobs.gov,2023-12-01
Crisis Operations Specialist (Political Transitions),"132,368",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Biological Science Technician - Fisheries (Aquatic Wildlife),20.14,Hourly,"Yosemite National Park, California",USAjobs.gov,2023-12-01
Biological Science Technician (Fisheries-Aquatic),20.14,Hourly,"Sequoia National Park, California",USAjobs.gov,2023-12-01
Registered Nurse - Part Time (Specialty Clinic),"70,159",Annual,"Birmingham, Alabama",USAjobs.gov,2023-12-01
IT CYBERSECURITY SPECIALIST (APPSW/INFOSEC),"83,591",Annual,"Indianapolis, Indiana",USAjobs.gov,2023-12-01
Museum Technician,22.37,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Nurse (Residential Rehab Treatment Program),"77,010",Annual,"White City, Oregon",USAjobs.gov,2023-12-01
Health Technician (Audiology),"57,778",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Registered Nurse - Inpatient - Part-Time,"74,726",Annual,"Birmingham, Alabama",USAjobs.gov,2023-12-01
SUPV INTELLIGENCE OPERATIONS SPEC,"142,150",Annual,"Redstone Arsenal, Alabama",USAjobs.gov,2023-12-01
"Director, Office of Carrier, Driver and Vehicle Safety Standards","141,022",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
Biological Science Technician (Fisheries),16.57,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Community and Youth Outreach Coordinator,22.37,Hourly,"West Glacier, Montana",USAjobs.gov,2023-12-01
Consumer Financial Protection Analyst,"83,270",Annual,"Location Negotiable After Selection,",USAjobs.gov,2023-12-01
Blind Rehabilitation Specialist (Living Skills Instructor),"85,799",Annual,"Palo Alto, California",USAjobs.gov,2023-12-01
Diagnostic Radiologic Technologist (Lead MRI Tech),"115,672",Annual,"Palo Alto, California",USAjobs.gov,2023-12-01
Recreation Fee Technician,"38,162",Annual,"Kill Devil Hills, North Carolina",USAjobs.gov,2023-12-01
Administrative Support Assistant (Office Automation),"42,491",Annual,"Fairbanks, Alaska",USAjobs.gov,2023-12-01
Electrician  - SME (Open to both U.S. Citizens and Federal Employees),32.95,Hourly,"Massena, New York",USAjobs.gov,2023-12-01
Crisis Operations Specialist,"64,957",Annual,"District of Columbia, District of Columbia",USAjobs.gov,2023-12-01
Systems Administrator,"112,015",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
TRAINING AMMUNITIONS SPECIALIST,"112,015",Annual,"Pentagon, Arlington, Virginia",USAjobs.gov,2023-12-01
Management Analyst,"64,957",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Registered Nurse - Admissions/Discharge,"74,726",Annual,"Birmingham, Alabama",USAjobs.gov,2023-12-01
IT CYBERSECURITY SPECIALIST (INFOSEC),"83,591",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Facility Services Assistant (Network),"46,696",Annual,Multiple Locations,USAjobs.gov,2023-12-01
FOOD AND BEVERAGE DIRECTOR,"59,319",Annual,"Singapore, Singapore",USAjobs.gov,2023-12-01
Recreation Fee Technician,"46,696",Annual,"Ochopee, Florida",USAjobs.gov,2023-12-01
Lead Wilderness Information Assistant,20.14,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Administrative Assistant (Office Automation),"42,404",Annual,"Boston, Massachusetts",USAjobs.gov,2023-12-01
Carpenter,26.79,Hourly,"Munising, Michigan",USAjobs.gov,2023-12-01
Wilderness Information Assistant,18.06,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Biological Science Technician (Wildlife and Fisheries),20.14,Hourly,"Orick, California",USAjobs.gov,2023-12-01
Civil Engineer,"71,877",Annual,"Kula, Hawaii",USAjobs.gov,2023-12-01
Branch Chief (Courtroom Support),"112,015",Annual,"Washington, District of Columbia",USAjobs.gov,2023-12-01
RECREATION ASSISTANT (FITNESS),17.25,Hourly,"Singapore, Singapore",USAjobs.gov,2023-12-01
Maintenance Worker (Custodial),21.67,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
IT SPECIALIST (APPSW),"83,591",Annual,Multiple Locations,USAjobs.gov,2023-12-01
ARCHEOLOGIST,"57,118",Annual,Multiple Locations,USAjobs.gov,2023-12-01
Human Resources Assistant,"42,404",Annual,"Boston, Massachusetts",USAjobs.gov,2023-12-01
Maintenance Mechanic,30.51,Hourly,Multiple Locations,USAjobs.gov,2023-12-01
Legal Assistant (OA),"51,713",Annual,"Savannah, Georgia",USAjobs.gov,2023-12-01
Legal Assistant (Office Automation),"39,272",Annual,"Raleigh, North Carolina",USAjobs.gov,2023-12-01
Financial Management Specialist,"52,022",Annual,"Chicago, Illinois",USAjobs.gov,2023-12-01
Food Service Worker,17.79,Hourly,"Virginia Beach, Virginia",USAjobs.gov,2023-12-01
Attorney (Criminal Justice Information Law Unit),"116,393",Annual,"Clarksburg, West Virginia",USAjobs.gov,2023-12-01
Survey Technician (Survey Crew Chief) (Open to both U.S. Citizens and Federal Employees),"69,107",Annual,"Sevierville, Tennessee",USAjobs.gov,2023-12-01
Health Technician (Speech Pathology),"51,995",Annual,"Palo Alto, California",USAjobs.gov,2023-12-01
Exhibits Specialist (Historic Preservation),"57,118",Annual,"Fort Laramie, Wyoming",USAjobs.gov,2023-12-01
Supervisory Human Resources Assistant (R&P),"51,713",Annual,Anywhere in the U.S. (remote job),USAjobs.gov,2023-12-01
Biological Science Technician,"47,016",Annual,"Titusville, Florida",USAjobs.gov,2023-12-01
Contract Specialist,"63,633",Annual,"Chicago, Illinois",USAjobs.gov,2023-12-01
