Job_title,Salary,Salary_Frequency,Location,Source,Scrape_Date
Senior frontend engineer,"185,000",Annual,Remote US,TopStartups.io,2023-12-01
Software engineer,"200,000",Annual,San Francisco,TopStartups.io,2023-12-01
Senior frontend engineer,"204,000",Annual,Remote US,TopStartups.io,2023-12-01
Software engineer,"212,000",Annual,Remote US,TopStartups.io,2023-12-01
Full stack engineer,"120,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Software engineer,"175,000",Annual,Remote US,TopStartups.io,2023-12-01
Director of Marketing,"245,000",Annual,Seattle,TopStartups.io,2023-12-01
Staff software engineer,"170,000",Annual,Remote Canada,TopStartups.io,2023-12-01
Senior software engineer,"205,000",Annual,Remote US,TopStartups.io,2023-12-01
Senior software engineer,"190,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Principal product manager,"220,000",Annual,Remote US,TopStartups.io,2023-12-01
Software engineer,"170,000",Annual,San Francisco,TopStartups.io,2023-12-01
Senior software engineer,"160,000",Annual,Austin,TopStartups.io,2023-12-01
Director of Growth,"270,000",Annual,Remote US,TopStartups.io,2023-12-01
Principal product manager,"240,000",Annual,Remote Canada,TopStartups.io,2023-12-01
Product designer,"185,000",Annual,Remote US,TopStartups.io,2023-12-01
Software engineer,"210,000",Annual,New York City,TopStartups.io,2023-12-01
Backend engineer,"145,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Account executive,"350,000",Annual,Remote US,TopStartups.io,2023-12-01
Machine learning engineer,"390,000",Annual,Remote US,TopStartups.io,2023-12-01
Backend engineer,"150,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Lead recruiter,"150,000",Annual,Remote US,TopStartups.io,2023-12-01
Backend engineer,"160,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior product manager,"190,000",Annual,Remote US,TopStartups.io,2023-12-01
Senior data scientist,"190,000",Annual,New York City,TopStartups.io,2023-12-01
Product manager,"155,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Software engineer,"240,000",Annual,New York City,TopStartups.io,2023-12-01
Software engineer,"200,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Head of Design,"200,000",Annual,Remote US,TopStartups.io,2023-12-01
Director of Product,"220,000",Annual,Remote US,TopStartups.io,2023-12-01
Senior software engineer,"230,000",Annual,Remote US,TopStartups.io,2023-12-01
Software engineer,"145,000",Annual,Remote US,TopStartups.io,2023-12-01
Staff software engineer,"170,000",Annual,Remote US,TopStartups.io,2023-12-01
Head of Corporate Development,"280,000",Annual,Remote US,TopStartups.io,2023-12-01
Principal data scientist,"240,000",Annual,Remote US,TopStartups.io,2023-12-01
CFO,"150,000",Annual,Remote,TopStartups.io,2023-12-01
Growth manager,"110,000",Annual,Remote Canada,TopStartups.io,2023-12-01
Principal engineer,"160,000",Annual,Seattle,TopStartups.io,2023-12-01
Product manager,"185,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior software engineer,"228,000",Annual,Seattle,TopStartups.io,2023-12-01
CTO,"210,000",Annual,Remote US,TopStartups.io,2023-12-01
Site reliability engineer,"180,000",Annual,Remote US,TopStartups.io,2023-12-01
Senior software engineer,"195,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior software engineer,"310,000",Annual,Remote US,TopStartups.io,2023-12-01
Software engineer,"220,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Head of Compliance,"200,000",Annual,Remote,TopStartups.io,2023-12-01
Software engineer,"195,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Quantitative researcher,"150,000",Annual,New York City,TopStartups.io,2023-12-01
Backend engineer,"145,000",Annual,Seattle,TopStartups.io,2023-12-01
Senior full stack engineer,"215,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior software engineer,"212,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior software engineer,"178,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior full stack engineer,"230,000",Annual,Seattle,TopStartups.io,2023-12-01
Director of engineering,"325,000",Annual,Remote US,TopStartups.io,2023-12-01
Principal product manager,"338,000",Annual,Remote US,TopStartups.io,2023-12-01
Senior product manager,"277,000",Annual,Remote US,TopStartups.io,2023-12-01
Director of Product,"180,000",Annual,Remote US,TopStartups.io,2023-12-01
Head of Engineering,"225,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Principal engineer,"230,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Software engineer,"166,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Software engineer,"165,000",Annual,Pittsburgh,TopStartups.io,2023-12-01
Software engineer,"180,000",Annual,New York City,TopStartups.io,2023-12-01
Software engineer,"189,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Technical product manager,"235,000",Annual,Seattle,TopStartups.io,2023-12-01
Senior mechanical engineer,"175,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Operations associate,"70,000",Annual,Remote US,TopStartups.io,2023-12-01
Senior engineering manager,"300,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Director of Growth,"195,000",Annual,Remote US,TopStartups.io,2023-12-01
Director of engineering,"255,000",Annual,Colorado,TopStartups.io,2023-12-01
Senior full stack engineer,"250,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Senior frontend engineer,"185,000",Annual,San Francisco Bay Area,TopStartups.io,2023-12-01
Backend engineer,"150,000",Annual,Chicago,TopStartups.io,2023-12-01
Staff software engineer,"295,000",Annual,Remote US,TopStartups.io,2023-12-01
