Job_title,Salary,Salary_Frequency,Location,Source,Scrape_Date
Customer Service Financial Representative,17 ,hourly,Remote Job,Zippia.com,2023-12-01
Remote Behavioral Medical Director,214k-301k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Class A CDL Truck Driving Job in Richardson, TX",20k-45k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Real Estate Sales Coordinator - #1 Worldwide in Training,34k-43k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Nursing Academic Specialist,80k-97k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Radiologic Technologist,37k-57k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Attorney, Judge Advocate Division",67k-109k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
"Regional CDL-A Truck Driving Job in Richardson, TX",67k-73k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Real Estate Agent - #1 Worldwide in Training,59k-97k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Server - Mockingbird,18k-28k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Tax Professional - CPA - Work From Home - 2Yrs Paid Tax Experience Required,71k-102k  .,yearly,Remote Job,Zippia.com,2023-12-01
Northeast Dallas Registered Nurse (RN) or Licensed Practical Nurse (LPN),42k-60k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Telepsychiatrist - 100% Remote,27k-36k  .,yearly,Remote Job,Zippia.com,2023-12-01
Supervising Physician for Remote Practitioners,189k-378k  .,yearly,Remote Job,Zippia.com,2023-12-01
Interviewing Remote Education Professionals in Richardson,27k-39k  .,yearly,Remote Job,Zippia.com,2023-12-01
Tax Supervisor,37k-68k  .,yearly,Remote Job,Zippia.com,2023-12-01
Sr. Software Engineer/Full-Stack Java Developer (Top Secret) - 1016,82k-112k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Senior Business Acquisition Executive,89.3k-120.8k ,yearly,"Dallas, TX",Zippia.com,2023-12-01
Treasurer,116k-175k  .,yearly,Remote Job,Zippia.com,2023-12-01
Software Sales - Financial Services,122k-231k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Auditor - Employee Benefit Plans,75k-128k  .,yearly,Remote Job,Zippia.com,2023-12-01
Remote Behavioral Medical Director,214k-302k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Flatbed Truck Driving Job in Richardson, TX",23k-52k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Real Estate Salesperson - #1 Worldwide in Training,57k-91k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Attorney - Judge Advocate,67k-109k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Adjunct Clinical Instructor - Mental Health,71k-87k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"OTR Reefer Truck Driver Job in Richardson, TX",19k-40k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Real Estate Broker - #1 Worldwide in Training,64k-103k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Host/Hostess - Mockingbird,20k-27k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
"Maternal Fetal Medicine Physician - Dallas, TX - Consult Only",145k-252k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Senior Account Executive - Wholesale,56k-90k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Registered Nurse Navigator Population Health Senior,74k-101k  .,yearly,"Irving, TX",Zippia.com,2023-12-01
Digital Ad Sales,65k-84k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Release/Configuration Manager - Remote,85k-129k  .,yearly,Remote Job,Zippia.com,2023-12-01
Sr. Field Process Engineer,99k-130k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Float MRI Technologist (PRN),48k-89k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Chief Human Resources Officer - Human Resources Department,150k-162.5k ,yearly,Remote Job,Zippia.com,2023-12-01
"Underwriting Manager, Pharmacy",66k-101k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Senior Actuary - Remote,92k-134k  .,yearly,Remote Job,Zippia.com,2023-12-01
Marketing Coordinator,39k-56k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Commercial Lender,105k-175k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Regional Reefer Truck Driving Job in Richardson, TX",33k-56k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Real Estate Sales Manager - #1 Worldwide in Training,61k-98k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Attorney - Marine Judge Advocate,67k-109k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
"CDL-A Reefer Truck Driving Job in Richardson, TX",18k-41k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Line Cook - Lovers,25k-32k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Real Estate Sales Specialist - #1 Worldwide in Training,83k-119k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Manual Quality Assurance Tester,57k-79k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Digital Ad Sales Agent,19 ,hourly,"Richardson, TX",Zippia.com,2023-12-01
Cardiology,34k-48k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Financial Analyst,47k-69k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Design Engineer,70k-81k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Shop Manager,32k-38k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Director Strategic Initiatives,87k-143k  .,yearly,Remote Job,Zippia.com,2023-12-01
Deputy Director of Accounting and Finance,80k-90k ,yearly,Remote Job,Zippia.com,2023-12-01
"Virtual Casino Live Dealer, Swing Shift",12 ,hourly,Remote Job,Zippia.com,2023-12-01
Material Handler,26k-34k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Trade Compliance Analyst,66k-100k  .,yearly,Remote Job,Zippia.com,2023-12-01
Executive Assistant - Commercial Real Estate,36k-51k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Real Estate Sales Consultant - #1 Worldwide in Training,72k-124k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Host/Hostess - Lovers,20k-27k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Real Estate Sales Executive - #1 Worldwide in Training,68k-104k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Marketing Expert,1.1k monthly,,"Richardson, TX",Zippia.com,2023-12-01
Corporate Counsel (USA),160k-190k ,yearly,Remote Job,Zippia.com,2023-12-01
Sales Representative,50k-85k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
Sales Account Executive/Sr. Account Executive,80k-90k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Staff AI Software Engineer, Product Security",202k-316k ,yearly,Remote Job,Zippia.com,2023-12-01
Credentialing Coordinator,30k-44k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Financial Auditor,57k-84k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Meat Market Manager,37k-46k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Remote Licensed Psychiatrist,212 ,hourly,Remote Job,Zippia.com,2023-12-01
Project Manager- Hospitality/ Construction/ Access Control,57k-88k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
National Organizing and States Director (Remote),117k ,yearly,Remote Job,Zippia.com,2023-12-01
Senior Business Operations Lead (Finance & Talent Ops),135k-166k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Managed Services,100k-134k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Freight Broker Agent - Experience Required,48k-74k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Loss Control Consultant - Oklahoma City, OK",74k-97k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Specialist, International Logistics",32k-49k  .,yearly,Remote Job,Zippia.com,2023-12-01
Real Estate Sales Representative - #1 Worldwide in Training,92k-103k  .,yearly,"Allen, TX",Zippia.com,2023-12-01
Sales And Marketing Specialist,61k-81k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Medical Science Liaison (Remote),144k-189k ,yearly,Remote Job,Zippia.com,2023-12-01
"Chief Counsel, Privacy and Data Strategy",88k-141k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Regional Account Manager - Governent Sales,60k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
Retail Store Manager,35k-46k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Staff Software Engineer, Infrastructure",223k-248k ,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Associate or Counsel, Corporate & Securities - Silicon Valley",77k-116k  .,yearly,Remote Job,Zippia.com,2023-12-01
Executive Assistant,36k-51k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Sous Chef,55k-65k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Nurse - Hiring in Farmersville, TX",41k-66k  .,yearly,"Farmersville, TX",Zippia.com,2023-12-01
Primary Care Physician,160k-297k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Technical Marketing Engineer,118k-167k  .,yearly,Remote Job,Zippia.com,2023-12-01
Calibration Technician C,43k-59k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Freight Broker Agent - Experience Required,40k-61k  .,yearly,Remote Job,Zippia.com,2023-12-01
"IT Application and Development Manager - Remote: AK, AZ, ID, NV, OR, TX, UT, WA, WY",106.9k-167.1k ,yearly,Remote Job,Zippia.com,2023-12-01
Senior Accountant,70k-88k ,yearly,Remote Job,Zippia.com,2023-12-01
Director of Financial Aid Services,174k-242k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Automotive Diagnostic Consultant II,46k-70k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Line Cook - Mockingbird,25k-32k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Senior Sales And Marketing Specialist,19-21 ,hourly,"Richardson, TX",Zippia.com,2023-12-01
Senior Medical Science Liaison (Remote),160k-210k ,yearly,Remote Job,Zippia.com,2023-12-01
Assistant General Counsel - Labor and Employment,132k-183k  .,yearly,Remote Job,Zippia.com,2023-12-01
Head of Sales: Philanthropy Analytics SaaS - Boston/Remote (Remote),124k-192k  .,yearly,Remote Job,Zippia.com,2023-12-01
Retail Store Supervisor,30k-35k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Nurse - Hiring in Celina, TX",41k-66k  .,yearly,"Celina, TX",Zippia.com,2023-12-01
Employee Benefits Plans Senior Associate or Counsel - Midmarket National Firm (Am Law 100) - Wa[...],79k-115k  .,yearly,Remote Job,Zippia.com,2023-12-01
Freight Broker Agent - Experience Required,38k-59k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Software Engineer, Infrastructure",202k-316k ,yearly,Remote Job,Zippia.com,2023-12-01
"Associate, Affiliate Marketing (Spanish)",43k-63k  .,yearly,Remote Job,Zippia.com,2023-12-01
Audit Associate,47k-61k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Ultrasound Technologist PRN,60k-100k  .,yearly,"Plano, TX",Zippia.com,2023-12-01
"Senior Loan Officer (Senior Director), National Community Facilities",30k-39k  .,yearly,Remote Job,Zippia.com,2023-12-01
Order Management Lead,81k-101k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Graphic Design Manager,50k-60k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
Senior Program Analyst,97.3k-129.8k ,yearly,Remote Job,Zippia.com,2023-12-01
Senior Data Scientist,196.8k-199k ,yearly,Remote Job,Zippia.com,2023-12-01
Director of Institutional Giving,90k-97k ,yearly,Remote Job,Zippia.com,2023-12-01
Campisi Delivery Driver - Downtown,29k-43k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
General Manager - Mockingbird,41k-74k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Sports Fundraising Outside Sales Representative,20k-30k ,yearly,"Dallas, TX",Zippia.com,2023-12-01
Associate Corporate Counsel - Privacy & Security / Remote,112k-167k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Medical Science Liaison Director, Inflammation US Remote",108k-153k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Product Marketing Philadelphia or Hybrid Remote,112k-163k  .,yearly,Remote Job,Zippia.com,2023-12-01
Customer Service Associate,27k-34k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Nurse - Hiring in Coppell, TX",41k-66k  .,yearly,"Coppell, TX",Zippia.com,2023-12-01
Healthcare Senior Associate or Counsel - Midmarket National Firm (Am Law 100) - Los Angeles,72k-106k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Software Engineer, Data Tools & Experimentation Platform",171k-209k ,yearly,Remote Job,Zippia.com,2023-12-01
Freight Broker Agent - Experience Required,37k-59k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Community Activation (Remote),170k-220k ,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Director, Machine Learning Engineering/Consumer (Remote Work Option)",195.4k-462.7k ,yearly,Remote Job,Zippia.com,2023-12-01
Head of Capital Markets,91k-145k  .,yearly,Remote Job,Zippia.com,2023-12-01
Project Architect (8+ Years' Experience),75.4k-131.8k ,yearly,Remote Job,Zippia.com,2023-12-01
Creative Services Director,90k-125k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Supervisor, Private Equity Fund Accounting (REMOTE)",80k-125k ,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Data Scientist (Remote) San Francisco, CA",122k-174k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Compliance & Equity Assurance,105.6k-178.1k ,yearly,Remote Job,Zippia.com,2023-12-01
Cost Estimating Manager,105.8k-165k ,yearly,Remote Job,Zippia.com,2023-12-01
"Travel Nurse RN - Oncology - $1,556 per week",48k-89k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Sales Representative,21 ,hourly,"Richardson, TX",Zippia.com,2023-12-01
Regional Sales Manager - DFW,70k-80k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
Freight Broker Agent - Experience Required,37k-58k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Nurse - Hiring in Flower Mound, TX",41k-66k  .,yearly,"Flower Mound, TX",Zippia.com,2023-12-01
Sr. Backend Software Engineer (Billing Engineer) [Remote],138k-210k ,yearly,Remote Job,Zippia.com,2023-12-01
Assistant General Counsel - Compliance and Litigation (Remote),110k-166k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Developer Relations,250k ,yearly,Remote Job,Zippia.com,2023-12-01
Program Manager (Critical Infrastructure Service),94k-151k  .,yearly,Remote Job,Zippia.com,2023-12-01
Cashier,10.8 ,hourly,"Richardson, TX",Zippia.com,2023-12-01
Senior Data Scientist - Product Analytics,137k-185k  .,yearly,Remote Job,Zippia.com,2023-12-01
Creative Services Director,89k-125k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Director, Engineering - CLM",188.2k-302.8k ,yearly,Remote Job,Zippia.com,2023-12-01
AI Solutions Architect,144k-270.3k ,yearly,Remote Job,Zippia.com,2023-12-01
Sales - Account Executive,50k-78k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Digital Marketing Specialist,21 ,hourly,"Richardson, TX",Zippia.com,2023-12-01
Software Sales - Healthcare,65k-96k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Senior Product Manager, Oncology Marketing (Remote)",148k-194.3k ,yearly,Remote Job,Zippia.com,2023-12-01
Junior to Mid-Level Litigation Associate,134k-173k  .,yearly,Remote Job,Zippia.com,2023-12-01
Principal Software Development Engineer,140k-180k ,yearly,Remote Job,Zippia.com,2023-12-01
Restaurant Cashier - $12-$17/Hr,18k-25k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Head of Customer Success,107k-173k  .,yearly,Remote Job,Zippia.com,2023-12-01
Freight Broker Agent - Experience Required,37k-57k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Nurse - Hiring in Fate, TX",41k-66k  .,yearly,"Fate, TX",Zippia.com,2023-12-01
Senior Software Engineer- Backend- Logs Query,132k-179k ,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Bridge Design Engineer Boston, MA, United States and 1 Posted on 10/13/2023",105k-120k ,yearly,Remote Job,Zippia.com,2023-12-01
Finance and Grants Manager (Remote Opportunity),68k-108k ,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Financial Analyst San Francisco, CA, United States Posted on 10/06/2023",97.3k-129.8k ,yearly,Remote Job,Zippia.com,2023-12-01
Nurse Practitioner,66k-127k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Standup Forklift Operator,12.9 ,hourly,"Richardson, TX",Zippia.com,2023-12-01
Vice President of Mergers and Acquisitions,138k-206k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Vice President, Application Engineer",136k-192k  .,yearly,Remote Job,Zippia.com,2023-12-01
Chief Trial Attorney - Trial/Litigation Team - City Attorney's Office (8181),231.1k-281k ,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Data Scientist, Operations",98k-142k  .,yearly,Remote Job,Zippia.com,2023-12-01
Creative Services Director,83k-116k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Cloud and IT,115k-166k  .,yearly,Remote Job,Zippia.com,2023-12-01
Head of DevRel & Community - 100% Remote (US/Canada),24k-35k  .,yearly,Remote Job,Zippia.com,2023-12-01
Sr. Solutions Architect | Contact Center (Remote),101k-138k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Associate Director, Statistical Programming",175k-210k ,yearly,Remote Job,Zippia.com,2023-12-01
Head of Technology - Remote,141k-248k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Associate Director, Integrated Marketing Strategy (Remote in San Diego)",85k-105k ,yearly,Remote Job,Zippia.com,2023-12-01
"Nurse - Hiring in Balch Springs, TX",41k-66k  .,yearly,"Balch Springs, TX",Zippia.com,2023-12-01
Senior Software Engineer- Platform UI,155k-210k ,yearly,Remote Job,Zippia.com,2023-12-01
Director of Performance Management,115k-120k ,yearly,Remote Job,Zippia.com,2023-12-01
Creative Services Director,80k-108k  .,yearly,Remote Job,Zippia.com,2023-12-01
Actuarial Consultant,84k-125k  .,yearly,Remote Job,Zippia.com,2023-12-01
Workers' Comp Defense Attorney - Remote!,100k-130k ,yearly,Remote Job,Zippia.com,2023-12-01
Solutions Architect - Remote - USA,87k-114k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Client Finance (FT),109k-172k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Education Partnerships - #3697,90k-110k ,yearly,Remote Job,Zippia.com,2023-12-01
"Director, Software Engineering",200k-366k ,yearly,Remote Job,Zippia.com,2023-12-01
"Staff Frontend Engineer (Hybrid, San Francisco)",192.5k-260k ,yearly,Remote Job,Zippia.com,2023-12-01
Total Loss - Design Lead Consultant (Remote - Home Based Worker),78k-102k  .,yearly,Remote Job,Zippia.com,2023-12-01
Middle Market Umbrella & Excess Executive Underwriter - Chicago,113.1k-192.2k ,yearly,Remote Job,Zippia.com,2023-12-01
Senior Program Manager,111k-159k  .,yearly,Remote Job,Zippia.com,2023-12-01
Contract Specialty Topic Editor - Neurosurgery,51k-102k  .,yearly,Remote Job,Zippia.com,2023-12-01
Account Manager - Dairy (I-29),77k-103k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Manager, Corporate Counsel",117k-170k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Vice President, Marketing and Communications (remote) - Smart Electric Power Alliance (SEPA) #2[...]",200k-220k ,yearly,Remote Job,Zippia.com,2023-12-01
"Nurse - Hiring in Forney, TX",41k-66k  .,yearly,"Forney, TX",Zippia.com,2023-12-01
"Software Engineer, Data",160k-190k ,yearly,Remote Job,Zippia.com,2023-12-01
"Director, Offering Management - Process Automation and AI",148k-247k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
Deputy City Attorney - Port Team (Real Estate) - City Attorney's Office (8177),142.2k-249.1k ,yearly,Remote Job,Zippia.com,2023-12-01
Senior Financial Advisor,66k-124k  .,yearly,Remote Job,Zippia.com,2023-12-01
Finance Director,100k-145k ,yearly,Remote Job,Zippia.com,2023-12-01
Solutions Architect (Remote),86k-127k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Architecture & Engineering - Pacific Programs,49k-59k  .,yearly,Remote Job,Zippia.com,2023-12-01
Virtual CIO,149k-215k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Director, Safety, Security and Resiliency",91k-150k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Director, Software Engineering, ICS",230k-288k ,yearly,Remote Job,Zippia.com,2023-12-01
Account Manager - Poultry,77k-103k  .,yearly,Remote Job,Zippia.com,2023-12-01
Oracle CPQ Developer,150k-150k ,yearly,Remote Job,Zippia.com,2023-12-01
Executive Builder's Risk Inland Marine Underwriter,64k-96k  .,yearly,Remote Job,Zippia.com,2023-12-01
Head of Customer Success (Remote),50k-150k ,yearly,Remote Job,Zippia.com,2023-12-01
RN,57k-105k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
VP of Engineering (Remote),155k-260k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Staff Software Engineer, Backend - Remote",150k-185k ,yearly,Remote Job,Zippia.com,2023-12-01
Enterprise Architect,92k-131k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Access to Justice Initiatives and Community Partnerships,90k-115k ,yearly,Remote Job,Zippia.com,2023-12-01
"Nurse - Hiring in Carrollton, TX",41k-66k  .,yearly,"Carrollton, TX",Zippia.com,2023-12-01
Software Engineer,123k-169k  .,yearly,Remote Job,Zippia.com,2023-12-01
Solutions Architect (Remote),94k-130k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Litigation Associate Position Summary - San Diego, CA (small/midsize law firm, many “big firm” [...]",135k ,yearly,Remote Job,Zippia.com,2023-12-01
"Project Architect, K-12",80k-125k ,yearly,Remote Job,Zippia.com,2023-12-01
Curation Project Manager,70k-102k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Assembly / Production Manager,90k ,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Sr. Tax Analyst, Indirect Tax (Energy or Telecom) (hybrid)",73.2k-135.9k ,yearly,"Carrollton, TX",Zippia.com,2023-12-01
Director of Finance (US-Remote),114k-179k  .,yearly,Remote Job,Zippia.com,2023-12-01
Executive Underwriter - Inland Marine,64k-101k  .,yearly,Remote Job,Zippia.com,2023-12-01
Outpatient Coder - Remote (Neurosurgery),47k-59k  .,yearly,Remote Job,Zippia.com,2023-12-01
Director of Client Relations,94k-144k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Principal Engineer, PHY System",136k-200k  .,yearly,Remote Job,Zippia.com,2023-12-01
Studio Director (Architecture),45k-51k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
"Sr. Manager, Engineering - Document Generation",165.8k-265.6k ,yearly,Remote Job,Zippia.com,2023-12-01
Division Manager of California,96k-157k  .,yearly,Remote Job,Zippia.com,2023-12-01
Senior Software Test Engineer,112k-138k  .,yearly,Remote Job,Zippia.com,2023-12-01
Real Time Payments - Product Manager,83k-118k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Staff Software Engineer, Back End",225k-250k ,yearly,Remote Job,Zippia.com,2023-12-01
"Software Engineer, Rust",150k-265k ,yearly,Remote Job,Zippia.com,2023-12-01
RN Inpatient Endocrine,64k-118k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Strategy Consulting Manager (Medicare, Medicaid, ACA)",84k-122k  .,yearly,Remote Job,Zippia.com,2023-12-01
Deputy City Attorney - Trial/Litigation Team - City Attorney's Office (8177),142.2k-249.1k ,yearly,Remote Job,Zippia.com,2023-12-01
JDA Consultant,75k-87k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Radiologic Technologist $1,500 Sign on bonus- Benefits available!",38k-63k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
"Senior Vice President, Lawyers Professional Liability",139k-212k  .,yearly,Remote Job,Zippia.com,2023-12-01
Remote Certified Professional Coder - Neurosurgery,40.2k-72.3k ,yearly,Remote Job,Zippia.com,2023-12-01
Senior HPC Operations Engineer,170k-230k ,yearly,Remote Job,Zippia.com,2023-12-01
Regional Finance & M&A Director,127.6k-212.6k ,yearly,"Irving, TX",Zippia.com,2023-12-01
Senior Application Security Engineer (Remote),140k-161k ,yearly,Remote Job,Zippia.com,2023-12-01
Intake Care Coordinator,29k-36k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
"Director, Sustainability Group",127k-181k  .,yearly,Remote Job,Zippia.com,2023-12-01
Sr. Software Architect,146.8k-235k ,yearly,Remote Job,Zippia.com,2023-12-01
"Travel Nurse RN - PICU - Pediatric Intensive Care - $1,467 per week",51k-91k  .,yearly,"Dallas, TX",Zippia.com,2023-12-01
"Director, Regional Security",92k-115k ,yearly,Remote Job,Zippia.com,2023-12-01
Associate General Counsel,130k-195k  .,yearly,Remote Job,Zippia.com,2023-12-01
Software Development Manager,94k-129k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Software Engineer, SDK - US (Remote)",106k-150k  .,yearly,Remote Job,Zippia.com,2023-12-01
Senior Account Based Marketing Manager,134k-182k ,yearly,Remote Job,Zippia.com,2023-12-01
Registered Nurse Emergency Room PT,64k-118k  .,yearly,"Richardson, TX",Zippia.com,2023-12-01
Deputy City Attorney - Public Utilities Team (Environmental/Regulatory) - City Attorney's Offic[...],142.2k-249.1k ,yearly,Remote Job,Zippia.com,2023-12-01
Systems Architect (TS/SCI + CI Poly),91k-129k  .,yearly,Remote Job,Zippia.com,2023-12-01
"Senior Staff Engineer, RF Analog Circuit Design",127k-191k  .,yearly,Remote Job,Zippia.com,2023-12-01
